Park ID,State,Country,Adult,Child,PartySize,BookingType,RateType,Equipment,BookingStartDate,BookingEndDate,Camper Nights,Permits
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,06/15/2012,06/17/2012,2,1
Amherst Shore,BC,Canada,1,,1,CampsitePermit,Full,Less than 20ft,08/09/2012,08/10/2012,1,1
The Islands,NS,Canada,1,5,6,CampsitePermit,Full,Single Tent,06/15/2012,06/16/2012,1,1
Amherst Shore,NS,Canada,2,3,5,CampsitePermit,Full,Less than 30ft,07/14/2012,07/15/2012,1,1
Blomidon,ON,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,06/23/2012,06/25/2012,2,1
Amherst Shore,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/14/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,06/15/2012,06/17/2012,2,1
Five Islands,UK,Other,2,,2,CampsitePermit,Full,Single Tent,08/15/2012,08/17/2012,2,1
Smileys,NS,Canada,4,,4,CampsitePermit,Full,Less than 30ft,08/31/2012,09/03/2012,3,1
Rissers Beach,NS,Canada,12,,12,CampsitePermit,Full,Tents,08/06/2012,08/09/2012,3,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/03/2012,08/08/2012,5,1
Caribou Munroes,ON,Canada,1,,1,CampsitePermit,Senior,Single Tent,08/23/2012,08/24/2012,1,1
Dollar Lake,NS,Canada,4,1,5,CampsitePermit,Full,Tents,08/09/2012,08/11/2012,2,1
Smileys,ON,Canada,2,,2,CampsitePermit,Full,Tents,06/30/2012,07/01/2012,1,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,09/07/2012,09/09/2012,2,1
Rissers Beach,NH,USA,2,,2,CampsitePermit,Full,Single Tent,09/03/2012,09/04/2012,1,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,08/04/2012,08/06/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,09/14/2012,09/15/2012,1,1
Dollar Lake,NS,Canada,3,,3,CampsitePermit,Full,Single Tent,08/17/2012,08/19/2012,2,1
Smileys,ON,Canada,5,,5,CampsitePermit,Full,Single Tent,07/24/2012,07/25/2012,1,1
Mira River,NS,Canada,2,3,5,CampsitePermit,Full,Less than 30ft,07/07/2012,07/08/2012,1,1
Smileys,NB,Canada,3,,3,CampsitePermit,Full,Single Tent,07/06/2012,07/08/2012,2,1
Battery,NS,Canada,2,1,3,CampsitePermit,Full,Less than 30ft,07/31/2012,08/06/2012,6,1
Ellenwood Lake,NS,Canada,4,,4,CampsitePermit,Full,Tents,06/22/2012,06/24/2012,2,1
Caribou Munroes,NS,Canada,2,4,6,CampsitePermit,Full,Tents,06/29/2012,07/02/2012,3,1
Porters Lake,SWITZERLAND,Other,2,2,4,CampsitePermit,Full,Less than 20ft,08/06/2012,08/07/2012,1,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,08/06/2012,08/07/2012,1,1
Blomidon,NS,Canada,4,,4,CampsitePermit,Full,Less than 40ft,08/08/2012,08/20/2012,12,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,07/13/2012,07/15/2012,2,1
Graves Island,NS,Canada,3,,3,CampsitePermit,Full,Tents,08/06/2012,08/08/2012,2,1
Amherst Shore,ON,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/29/2012,08/30/2012,1,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,09/01/2012,09/03/2012,2,1
Caribou Munroes,NS,Canada,1,1,2,CampsitePermit,Full,Single Tent,07/22/2012,07/24/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,09/14/2012,09/16/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Tents,06/29/2012,07/02/2012,3,1
Mira River,SK,Canada,2,,2,CampsitePermit,Full,Single Tent,07/29/2012,07/30/2012,1,1
Porters Lake,QC,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/20/2012,08/23/2012,3,1
Laurie,QC,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,07/26/2012,07/29/2012,3,1
Whycocomagh,NS,Canada,1,,1,CampsitePermit,Full,Less than 30ft,10/12/2012,10/14/2012,2,1
Whycocomagh,QC,Canada,1,,1,CampsitePermit,Full,Single Tent,07/30/2012,07/31/2012,1,1
Battery,GERMANY,Other,2,,2,CampsitePermit,Senior,Less than 30ft,08/12/2012,08/13/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,06/22/2012,06/24/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Tents,08/03/2012,08/06/2012,3,1
Porters Lake,NH,USA,1,,1,CampsitePermit,Full,Single Tent,09/16/2012,09/19/2012,3,1
Whycocomagh,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/20/2012,07/21/2012,1,1
Smileys,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/12/2012,09/14/2012,2,1
Cape Chignecto,UK,Other,4,,4,CampsitePermit,Full,Single Tent,07/07/2012,07/08/2012,1,1
Mira River,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,08/18/2012,08/19/2012,1,1
Dollar Lake,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,08/31/2012,09/01/2012,1,1
Ellenwood Lake,NS,Canada,3,,3,CampsitePermit,Full,Less than 30ft,08/03/2012,08/06/2012,3,1
Thomas Raddall,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,08/05/2012,08/12/2012,7,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,07/08/2012,07/12/2012,4,1
Caribou Munroes,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
The Islands,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/28/2012,07/29/2012,1,1
Smileys,NS,Canada,3,1,4,CampsitePermit,Full,Less than 20ft,08/24/2012,08/26/2012,2,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/18/2012,07/19/2012,1,1
Dollar Lake,NS,Canada,2,3,5,CampsitePermit,Full,Tents,08/31/2012,09/03/2012,3,1
Five Islands,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 20ft,09/08/2012,09/09/2012,1,1
Smileys,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,06/18/2012,06/25/2012,7,1
Smileys,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,07/13/2012,07/15/2012,2,1
Amherst Shore,QC,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,08/27/2012,08/28/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,08/03/2012,08/04/2012,1,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/27/2012,08/28/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/10/2012,08/12/2012,2,1
Blomidon,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/01/2012,08/02/2012,1,1
Smileys,UK,Other,2,2,4,CampsitePermit,Full,Less than 30ft,08/21/2012,08/23/2012,2,1
Blomidon,NH,USA,2,,2,CampsitePermit,Senior,Single Tent,08/22/2012,08/24/2012,2,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
Graves Island,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,08/14/2012,08/15/2012,1,1
Smileys,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,07/27/2012,07/29/2012,2,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,08/29/2012,08/30/2012,1,1
Dollar Lake,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/17/2012,08/18/2012,1,1
Caribou Munroes,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/22/2012,08/23/2012,1,1
Dollar Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Whycocomagh,NS,Canada,4,,4,CampsitePermit,Senior,Single Tent,08/10/2012,08/12/2012,2,1
The Islands,NH,USA,2,,2,CampsitePermit,Full,Single Tent,07/29/2012,08/05/2012,7,1
Rissers Beach,NS,Canada,4,,4,CampsitePermit,Full,Less than 30ft,07/19/2012,07/22/2012,3,1
Whycocomagh,NS,Canada,3,,3,CampsitePermit,Senior,Less than 20ft,08/26/2012,08/28/2012,2,1
Amherst Shore,NS,Canada,2,,2,CampsitePermit,Full,Tents,07/13/2012,07/15/2012,2,1
Thomas Raddall,NS,Canada,4,,4,CampsitePermit,Full,Tents,08/23/2012,08/25/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/23/2012,07/27/2012,4,1
Rissers Beach,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,08/05/2012,08/06/2012,1,1
Dollar Lake,NS,Canada,6,,6,CampsitePermit,Full,Tents,07/27/2012,07/28/2012,1,1
Porters Lake,NS,Canada,6,,6,CampsitePermit,Full,Tents,07/20/2012,07/21/2012,1,1
Battery,NH,USA,1,,1,CampsitePermit,Full,Single Tent,08/13/2012,08/14/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/19/2012,08/21/2012,2,1
Salsman,BC,Canada,2,,2,CampsitePermit,Senior,Single Tent,06/27/2012,06/28/2012,1,1
Mira River,ON,Canada,4,,4,CampsitePermit,Senior,Less than 20ft,07/04/2012,07/05/2012,1,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/02/2012,07/04/2012,2,1
Laurie,NS,Canada,3,,3,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Ellenwood Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/31/2012,09/03/2012,3,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/08/2012,06/10/2012,2,1
Rissers Beach,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,07/03/2012,07/04/2012,1,1
Blomidon,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/01/2012,07/04/2012,3,1
Rissers Beach,NS,Canada,1,,1,CampsitePermit,Full,Less than 30ft,05/18/2012,05/20/2012,2,1
Rissers Beach,NS,Canada,1,,1,CampsitePermit,Senior,Single Tent,09/12/2012,09/14/2012,2,1
Caribou Munroes,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/17/2012,08/19/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,08/29/2012,08/31/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/30/2012,07/02/2012,2,1
Five Islands,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,07/09/2012,07/13/2012,4,1
The Islands,NS,Canada,4,,4,CampsitePermit,Senior,Less than 40ft,07/27/2012,07/30/2012,3,1
Caribou Munroes,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,08/27/2012,08/30/2012,3,1
Whycocomagh,NEW ZEALAND,Other,2,,2,CampsitePermit,Full,Single Tent,08/30/2012,08/31/2012,1,1
Dollar Lake,NS,Canada,1,2,3,CampsitePermit,Full,Single Tent,08/17/2012,08/19/2012,2,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/27/2012,07/29/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/25/2012,08/26/2012,1,1
Rissers Beach,NS,Canada,1,1,2,CampsitePermit,Full,Single Tent,08/26/2012,08/27/2012,1,1
Thomas Raddall,NS,Canada,2,3,5,CampsitePermit,Full,Less than 40ft,07/20/2012,07/22/2012,2,1
Caribou Munroes,NH,USA,2,,2,CampsitePermit,Senior,Less than 20ft,08/24/2012,08/25/2012,1,1
Battery,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/22/2012,06/24/2012,2,1
Rissers Beach,NS,Canada,3,,3,CampsitePermit,Senior,Less than 30ft,08/24/2012,08/25/2012,1,1
Graves Island,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,08/31/2012,09/02/2012,2,1
Battery,NH,USA,4,,4,CampsitePermit,Full,Tents,06/23/2012,06/27/2012,4,1
Valleyview,NB,Canada,3,,3,CampsitePermit,Full,Single Tent,07/16/2012,07/19/2012,3,1
Amherst Shore,NH,USA,2,,2,CampsitePermit,Senior,Less than 30ft,09/02/2012,09/03/2012,1,1
Amherst Shore,NS,Canada,1,,1,CampsitePermit,Full,Single Tent,09/03/2012,09/04/2012,1,1
Battery,NS,Canada,4,2,6,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Porters Lake,NS,Canada,2,2,4,CampsitePermit,Full,Tents,06/22/2012,06/23/2012,1,1
Porters Lake,QC,Canada,2,,2,CampsitePermit,Full,Tents,06/29/2012,06/30/2012,1,1
Blomidon,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Blomidon,NS,Canada,5,1,6,CampsitePermit,Full,Less than 20ft,09/02/2012,09/03/2012,1,1
Thomas Raddall,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,08/02/2012,08/06/2012,4,1
Graves Island,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/14/2012,07/15/2012,1,1
The Islands,BC,Canada,2,,2,CampsitePermit,Full,Single Tent,08/15/2012,08/16/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/01/2012,07/02/2012,1,1
Porters Lake,GERMANY,Other,2,,2,CampsitePermit,Senior,Less than 20ft,07/29/2012,07/30/2012,1,1
Battery,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/05/2012,08/06/2012,1,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/12/2012,08/14/2012,2,1
Salsman,NS,Canada,2,1,3,CampsitePermit,Full,Less than 30ft,07/20/2012,07/22/2012,2,1
Five Islands,NS,Canada,2,2,4,CampsitePermit,Full,Less than 40ft,07/19/2012,07/23/2012,4,1
Cape Chignecto,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/08/2012,06/10/2012,2,1
Battery,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/24/2012,08/29/2012,5,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,09/14/2012,09/17/2012,3,1
Smileys,NS,Canada,2,2,4,CampsitePermit,Full,Tents,08/31/2012,09/03/2012,3,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/13/2012,07/14/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,08/03/2012,08/05/2012,2,1
Whycocomagh,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 30ft,06/28/2012,06/29/2012,1,1
Five Islands,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/04/2012,08/05/2012,1,1
Smileys,NS,Canada,4,1,5,CampsitePermit,Full,Less than 20ft,06/29/2012,07/01/2012,2,1
Graves Island,NS,Canada,2,2,4,CampsitePermit,Full,Less than 40ft,07/13/2012,07/15/2012,2,1
Thomas Raddall,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/03/2012,08/05/2012,2,1
Dollar Lake,NS,Canada,2,3,5,CampsitePermit,Full,Less than 30ft,08/22/2012,08/26/2012,4,1
Laurie,NS,Canada,1,2,3,CampsitePermit,Full,Less than 30ft,09/01/2012,09/02/2012,1,1
Thomas Raddall,NS,Canada,4,,4,CampsitePermit,Full,Less than 30ft,10/05/2012,10/08/2012,3,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/05/2012,07/06/2012,1,1
Amherst Shore,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,07/29/2012,07/31/2012,2,1
Graves Island,NS,Canada,4,,4,CampsitePermit,Full,Less than 30ft,08/03/2012,08/06/2012,3,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/10/2012,08/13/2012,3,1
Porters Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/07/2012,07/08/2012,1,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,06/30/2012,07/02/2012,2,1
Battery,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 20ft,08/28/2012,08/30/2012,2,1
Mira River,NS,Canada,3,1,4,CampsitePermit,Full,Less than 20ft,07/27/2012,07/29/2012,2,1
Ellenwood Lake,NH,USA,2,,2,CampsitePermit,Full,Single Tent,08/30/2012,08/31/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/24/2012,08/25/2012,1,1
Blomidon,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/28/2012,08/31/2012,3,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/17/2012,08/20/2012,3,1
Whycocomagh,ON,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/15/2012,08/16/2012,1,1
Whycocomagh,SWITZERLAND,Other,2,,2,CampsitePermit,Full,Less than 20ft,10/07/2012,10/08/2012,1,1
Blomidon,ON,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,08/13/2012,08/14/2012,1,1
Cape Chignecto,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,05/19/2012,05/20/2012,1,1
Porters Lake,NS,Canada,1,,1,CampsitePermit,Full,Single Tent,08/23/2012,08/24/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 40ft,07/14/2012,07/16/2012,2,1
Laurie,NS,Canada,3,1,4,CampsitePermit,Full,Less than 20ft,08/03/2012,08/05/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/10/2012,08/13/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,10/06/2012,10/08/2012,2,1
Laurie,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/15/2012,06/17/2012,2,1
Thomas Raddall,NS,Canada,2,2,4,CampsitePermit,Full,Less than 40ft,06/29/2012,07/02/2012,3,1
Whycocomagh,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,08/15/2012,08/17/2012,2,1
Mira River,NS,Canada,4,,4,CampsitePermit,Full,Tents,07/12/2012,07/13/2012,1,1
Whycocomagh,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/25/2012,08/26/2012,1,1
Porters Lake,NS,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/13/2012,07/14/2012,1,1
The Islands,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/22/2012,08/23/2012,1,1
Smileys,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Five Islands,NH,USA,1,,1,CampsitePermit,Full,Single Tent,09/02/2012,09/03/2012,1,1
Ellenwood Lake,NS,Canada,4,,4,CampsitePermit,Full,Single Tent,05/19/2012,05/21/2012,2,1
Salsman,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/15/2012,06/17/2012,2,1
Ellenwood Lake,QC,Canada,2,,2,CampsitePermit,Full,Less than 30ft,07/18/2012,07/22/2012,4,1
Porters Lake,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 30ft,08/05/2012,08/06/2012,1,1
Mira River,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,07/20/2012,07/22/2012,2,1
Mira River,MB,Canada,2,,2,CampsitePermit,Full,Single Tent,07/11/2012,07/12/2012,1,1
Battery,NH,USA,2,,2,CampsitePermit,Full,Less than 20ft,07/08/2012,07/09/2012,1,1
Cape Chignecto,NB,Canada,2,,2,CampsitePermit,Full,Single Tent,06/28/2012,06/29/2012,1,1
Five Islands,NH,USA,2,,2,CampsitePermit,Full,Single Tent,09/07/2012,09/08/2012,1,1
Caribou Munroes,NS,Canada,2,2,4,CampsitePermit,Full,Tents,07/11/2012,07/14/2012,3,1
Blomidon,NS,Canada,4,2,6,CampsitePermit,Full,Tents,08/24/2012,08/26/2012,2,1
Dollar Lake,NS,Canada,3,2,5,CampsitePermit,Full,Less than 30ft,06/15/2012,06/17/2012,2,1
Valleyview,NB,Canada,1,,1,CampsitePermit,Full,Single Tent,07/17/2012,07/18/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 40ft,07/27/2012,07/29/2012,2,1
Rissers Beach,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,05/25/2012,05/27/2012,2,1
Rissers Beach,NS,Canada,3,3,6,CampsitePermit,Full,Less than 20ft,07/22/2012,07/24/2012,2,1
Caribou Munroes,NL,Canada,2,,2,CampsitePermit,Full,Single Tent,08/01/2012,08/05/2012,4,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Tents,08/27/2012,08/29/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/22/2012,08/23/2012,1,1
Five Islands,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/12/2012,07/14/2012,2,1
Porters Lake,ON,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/20/2012,07/22/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Host,Less than 30ft,08/01/2012,08/12/2012,11,1
Graves Island,NS,Canada,1,,1,CampsitePermit,Full,Single Tent,09/15/2012,09/16/2012,1,1
Whycocomagh,NS,Canada,2,1,3,CampsitePermit,Senior,Less than 20ft,09/01/2012,09/02/2012,1,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/28/2012,07/29/2012,1,1
Blomidon,NS,Canada,2,3,5,CampsitePermit,Full,Single Tent,06/29/2012,07/01/2012,2,1
Dollar Lake,NS,Canada,1,2,3,CampsitePermit,Full,Less than 30ft,09/14/2012,09/16/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,08/17/2012,08/19/2012,2,1
Battery,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,07/10/2012,07/11/2012,1,1
Mira River,NS,Canada,3,3,6,CampsitePermit,Full,Tents,08/11/2012,08/13/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/02/2012,08/06/2012,4,1
Amherst Shore,NS,Canada,2,1,3,CampsitePermit,Full,Tents,08/03/2012,08/05/2012,2,1
Thomas Raddall,NH,USA,3,,3,CampsitePermit,Full,Single Tent,06/25/2012,06/28/2012,3,1
Smileys,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,07/18/2012,07/19/2012,1,1
Ellenwood Lake,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,06/08/2012,06/10/2012,2,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Senior,Less than 30ft,06/30/2012,07/03/2012,3,1
Mira River,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,07/28/2012,07/29/2012,1,1
Rissers Beach,NS,Canada,16,,16,CampsitePermit,Full,Tents,08/31/2012,09/03/2012,3,1
Dollar Lake,NS,Canada,2,3,5,CampsitePermit,Full,Tents,07/06/2012,07/08/2012,2,1
Smileys,GERMANY,Other,2,,2,CampsitePermit,Full,Less than 20ft,07/28/2012,07/29/2012,1,1
Thomas Raddall,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,07/20/2012,07/22/2012,2,1
Rissers Beach,NS,Canada,2,3,5,CampsitePermit,Full,Less than 20ft,08/29/2012,08/31/2012,2,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,06/22/2012,06/23/2012,1,1
Five Islands,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,07/13/2012,07/15/2012,2,1
Amherst Shore,NB,Canada,1,,1,CampsitePermit,Full,Single Tent,08/04/2012,08/06/2012,2,1
Graves Island,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,08/30/2012,08/31/2012,1,1
Amherst Shore,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,09/28/2012,10/01/2012,3,1
Five Islands,NB,Canada,6,,6,CampsitePermit,Full,Tents,06/30/2012,07/02/2012,2,1
Rissers Beach,NS,Canada,6,,6,CampsitePermit,Full,Tents,07/13/2012,07/15/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,09/01/2012,09/03/2012,2,1
Mira River,NS,Canada,2,4,6,CampsitePermit,Full,Tents,08/02/2012,08/03/2012,1,1
Mira River,NS,Canada,4,,4,CampsitePermit,Full,Tents,08/05/2012,08/06/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/07/2012,09/09/2012,2,1
Whycocomagh,BC,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,08/23/2012,08/24/2012,1,1
Salsman,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,08/17/2012,08/20/2012,3,1
Caribou Munroes,NS,Canada,2,1,3,CampsitePermit,Full,Single Tent,08/18/2012,08/19/2012,1,1
Five Islands,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/17/2012,07/18/2012,1,1
Rissers Beach,NS,Canada,2,1,3,CampsitePermit,Full,Less than 20ft,06/08/2012,06/10/2012,2,1
Porters Lake,ON,Canada,2,2,4,CampsitePermit,Full,Less than 20ft,07/29/2012,08/01/2012,3,1
Porters Lake,AB,Canada,2,,2,CampsitePermit,Full,Single Tent,06/07/2012,06/09/2012,2,1
Porters Lake,NB,Canada,2,,2,CampsitePermit,Full,Less than 20ft,08/14/2012,08/15/2012,1,1
Blomidon,NS,Canada,2,2,4,CampsitePermit,Full,Single Tent,08/04/2012,08/05/2012,1,1
Caribou Munroes,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/29/2012,07/02/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,07/31/2012,08/03/2012,3,1
Blomidon,NH,USA,1,,1,CampsitePermit,Senior,Less than 20ft,07/08/2012,07/11/2012,3,1
Battery,BC,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/29/2012,07/03/2012,4,1
Graves Island,NS,Canada,2,,2,CampsitePermit,Senior,Less than 20ft,06/19/2012,06/20/2012,1,1
Porters Lake,QC,Canada,2,,2,CampsitePermit,Full,Less than 20ft,06/28/2012,06/30/2012,2,1
Rissers Beach,NS,Canada,4,2,6,CampsitePermit,Full,Less than 40ft,08/19/2012,08/22/2012,3,1
Thomas Raddall,NS,Canada,2,,2,CampsitePermit,Full,Less than 20ft,09/03/2012,09/07/2012,4,1
Caribou Munroes,NS,Canada,5,,5,CampsitePermit,Full,Less than 20ft,08/03/2012,08/06/2012,3,1
Mira River,ON,Canada,2,2,4,CampsitePermit,Full,Tents,07/11/2012,07/12/2012,1,1
Rissers Beach,NS,Canada,2,2,4,CampsitePermit,Full,Less than 30ft,07/19/2012,07/22/2012,3,1
Amherst Shore,ON,Canada,2,,2,CampsitePermit,Full,Single Tent,07/21/2012,07/22/2012,1,1
Ellenwood Lake,NS,Canada,2,,2,CampsitePermit,Full,Single Tent,07/20/2012,07/22/2012,2,1
Mira River,NS,Canada,2,,2,CampsitePermit,Full,Less than 30ft,08/03/2012,08/06/2012,3,1
Caribou Munroes,QC,Canada,2,,2,CampsitePermit,Full,Single Tent,08/02/2012,08/03/2012,1,1
